0.000000000000000000e+00,-1.313399776726902246e+01,0.000000000000000000e+00,4.680325015426756181e+03,1.408743772902288401e+04,2.917170821247387721e+04
5.025125628140703498e+02,-4.022342005306541068e+00,0.000000000000000000e+00,4.771834335298720362e+03,1.415068444265965445e+04,2.911773947469780251e+04
1.005025125628140700e+03,8.676443420487771618e-01,0.000000000000000000e+00,4.859765662706956391e+03,1.421035316383269310e+04,2.908638229413311274e+04
1.507537688442210992e+03,1.109132024301658248e+00,0.000000000000000000e+00,4.943944848339574492e+03,1.426626974323011746e+04,2.905502511356842660e+04
2.010050251256281399e+03,-1.462981012734871911e-01,0.000000000000000000e+00,5.024208262246057529e+03,1.431827055090140493e+04,2.902366793300373683e+04
2.512562814070351578e+03,-1.597498261590430957e-01,0.000000000000000000e+00,5.100403300714943725e+03,1.436620298313509920e+04,2.899231075243905070e+04
3.015075376884421985e+03,1.293774807131740090e-01,0.000000000000000000e+00,5.172388857450160685e+03,1.440867529781577105e+04,2.896095357187436457e+04
3.517587939698492391e+03,4.487473473699878923e-01,0.000000000000000000e+00,5.240035757507510425e+03,1.444680895581858022e+04,2.892959639130967480e+04
4.020100502512562798e+03,7.026014475530075742e-01,0.000000000000000000e+00,5.303227152574807405e+03,1.448048710883133390e+04,2.891339024332109329e+04
4.522613065326632750e+03,8.549851378369623944e-01,0.000000000000000000e+00,5.361858876305992453e+03,1.450960559050797747e+04,2.886376633616852268e+04
5.025125628140703157e+03,8.946499695232148497e-01,0.000000000000000000e+00,5.415839758550453553e+03,1.453214863318565767e+04,2.881414242901595208e+04
5.527638190954773563e+03,8.215242204622086319e-01,0.000000000000000000e+00,5.465091897453618003e+03,1.454996293252204123e+04,2.876451852186337783e+04
6.030150753768843970e+03,6.407232586354041359e-01,0.000000000000000000e+00,5.509550888542977191e+03,1.456298408404462134e+04,2.871489461471080722e+04
6.532663316582914376e+03,3.596798521435573548e-01,0.000000000000000000e+00,5.549166010054765138e+03,1.457116136598962839e+04,2.866527070755823661e+04
7.035175879396984783e+03,-1.329084988006457024e-02,0.000000000000000000e+00,5.583900363899984768e+03,1.457445788026806622e+04,2.861564680040566600e+04
7.537688442211055190e+03,-4.697209546597775898e-01,0.000000000000000000e+00,5.613730971813934957e+03,1.457285064861523642e+04,2.856602289325309175e+04
8.040201005025125596e+03,-1.001357715287781502e+00,0.000000000000000000e+00,5.638648826380356695e+03,1.456633066361487727e+04,2.851639898610052114e+04
8.542713567839195093e+03,-1.600341031794954461e+00,0.000000000000000000e+00,5.658658896769237799e+03,1.455490289443697839e+04,2.846677507894795053e+04
9.045226130653265500e+03,-2.259279345076976142e+00,0.000000000000000000e+00,5.673780089175848843e+03,1.453858624727680944e+04,2.841715117179537992e+04
9.547738693467335906e+03,-2.971271305097531013e+00,0.000000000000000000e+00,5.684045162097077991e+03,1.451741348063125770e+04,2.836752726464280568e+04
